REGION,SUBREGION,COUNTRY,LOCATION,LAT,LON,MONTH,YEAR,DEPTH,SEVERITY_CODE,BLEACHING_SEVERITY,CORAL_FAMILY,CORAL_SPECIES,PERCENTAGE_AFFECTED,BLEACHING_DURATION,MORTALITY_CODE,MORTALITY,RECOVERY_CODE,RECOVERY,SURVEY_TYPE,SURVEY_AREA,WATER_TEMPERATURE,OTHER_FACTORS,REMARKS
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,12,2005,18.3m,2,Medium,,,33.333333333333329,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 3
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,12,2005,4.6m,1,Low,,,25,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 4
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.0169,-87.46215,2,2006,9.3m,3,HIGH,,,75,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 12
; Number of bleached colonies: 9"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,5,2006,3.35m,2,Medium,,,42.857142857142854,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 7
; Number of bleached colonies: 3"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.9667,-87.45312,5,2006,9.15m,3,HIGH,,,82.35294117647058,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 17
; Number of bleached colonies: 14"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,5,2006,18.15m,3,HIGH,,,100,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 1
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.96825,-87.45165,5,2006,17.7m,3,HIGH,,,100,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 1
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,5,2006,1.35m,1,Low,,,22.222222222222221,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 9
; Number of bleached colonies: 2"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,5,2006,20.7m,3,HIGH,,,87.5,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 8
; Number of bleached colonies: 7"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.09945,-87.46245,6,2006,9.8m,3,HIGH,,,100,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 9
; Number of bleached colonies: 9"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,6,2006,3.85m,1,Low,,,18.75,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 16
; Number of bleached colonies: 3"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.88048,-87.41197,6,2006,19.95m,3,HIGH,,,73.333333333333329,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 15
; Number of bleached colonies: 11"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,5,2005,12.5m,1,Low,,,25,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 16
; Number of bleached colonies: 4"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,5,2005,18.45m,1,Low,,,21.428571428571427,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 14
; Number of bleached colonies: 3"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,6,2005,11.45m,2,Medium,,,52.380952380952387,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 21
; Number of bleached colonies: 11"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05138,-87.46275,6,2005,11.75m,1,Low,,,29.411764705882355,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 17
; Number of bleached colonies: 5"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03995,-87.46965,5,2005,3.5m,1,Low,,,23.076923076923077,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 13
; Number of bleached colonies: 3"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.93395,-87.43355,5,2005,11.15m,1,Low,,,16.666666666666664,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 6
; Number of bleached colonies: 1"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.05045,-87.47035,5,2005,3.7m,0,No Bleaching,,,0,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 17
; Number of bleached colonies: 0"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,5,2005,8.8m,2,Medium,,,57.894736842105267,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 19
; Number of bleached colonies: 11"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.03753,-87.46615,5,2005,8.2m,2,Medium,,,50,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 10
; Number of bleached colonies: 5"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",19.97288,-87.4528,5,2005,19.65m,1,Low,,,25,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 8
; Number of bleached colonies: 2"
Americas,Mesoamerica,Mexico,"San Miguel de Ruiz, Pez Maya, Reserva de la Biosfera de Sian Ka'an",20.01498,-87.46475,3,2005,4.85m,0,No Bleaching,,,0,,,,,,"SAM MBRS, Transects - line intercept",> 1000m2,,,"Number of colonies observed: 4
; Number of bleached colonies: 0"
Americas,Mesoamerica,Nicaragua,BCI001,12.18392,-83.0344,6,2003,4.3,1,Low,,"Agaricia agaricites,",0.671140939597315,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 149,,,,
Americas,Mesoamerica,Nicaragua,BCI002,12.18857,-83.0347,6,2003,4.8,1,Low,,"Acropora palmata,Acropora palmata,Agaricia agaricites,Agaricia agaricites,Montastraea annularis,Montastraea faveolata,",1.37931034482759,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 145,,,,
Americas,Mesoamerica,Nicaragua,BCI004,12.18628,-83.0684,6,2003,11.1,1,Low,,"Acropora cervicornis,Acropora cervicornis,Agaricia agaricites,Agaricia agaricites,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea faveolata,",0.386100386100386,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 259,,,,
Americas,Mesoamerica,Nicaragua,BCI005,12.20137,-83.0555,6,2003,11.8,1,Low,,"Agaricia agaricites,Agaricia agaricites,Agaricia agaricites,Agaricia agaricites,Agaricia agaricites,Agaricia agaricites,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Porites astreoides,",2.21518987341772,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 316,,,,
Americas,Mesoamerica,Nicaragua,BCI007,12.20137,-83.0731,6,2003,15.7,1,Low,,"Montastraea annularis,Montastraea annularis,Montastraea annularis,Porites astreoides,Porites porites,",0.934579439252336,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 214,,,,
Americas,Mesoamerica,Nicaragua,LCI001,12.30912,-82.9878,6,2003,6.5,1,Low,,"Montastraea annularis,",0.869565217391304,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 115,,,,
Americas,Mesoamerica,Nicaragua,LCI002,12.31568,-82.9804,6,2003,5.1,1,Low,,"Acropora cervicornis,Acropora palmata,Acropora palmata,",1.44927536231884,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 138,,,,
Americas,Mesoamerica,Nicaragua,LCI005,12.29837,-82.9744,6,2003,2.3,1,Low,,"Acropora cervicornis,Acropora palmata,Agaricia agaricites,Diploria strigosa,Porites astreoides,Porites astreoides,Porites astreoides,Siderastrea siderea,",1.36986301369863,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 146,,,,
Americas,Northern Caribbean,Bahamas,AUTEC 2 (D18),24.50643,-77.69697,8,1998,12.6,1,Low,,"Acropora cervicornis,Agaricia sp.,Colpophyllia natans,Meandrina meandrites,Millepora alcicornis,Millepora alcicornis,Montastraea annularis,Montastraea cavernosa,Montastraea franksi,Porites porites,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,",12.987012987013,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 77,,,,
Americas,Northern Caribbean,Bahamas,AUTEC 2 South (D19),24.48333,-77.6965,8,1998,10.6,1,Low,,"Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea cavernosa,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Siderastrea siderea,",8.87096774193548,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 124,,,,
Americas,Northern Caribbean,Bahamas,AUTEC 2 South (S16),24.484,-77.699,8,1998,0.9,1,Low,,"Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,",4.34782608695652,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 69,,,,
Americas,Northern Caribbean,Bahamas,AUTEC 3 (D21),24.34315,-77.67068,8,1998,10.5,1,Low,,"Millepora alcicornis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea cavernosa,Montastraea cavernosa,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Porites astreoides,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,",6.38297872340426,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 141,,,,
Americas,Northern Caribbean,Bahamas,AUTEC 3 (S19),24.34315,-77.67068,8,1998,1.1,1,Low,,"Acropora cervicornis,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Millepora complanata,Millepora complanata,Millepora complanata,Montastraea annularis,Montastraea cavernosa,Montastraea cavernosa,",8.18181818181818,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 110,,,,
Americas,Northern Caribbean,Bahamas,Big Wood (S18),24.36703,-77.68235,8,1998,1.4,1,Low,,"Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Diploria strigosa,Millepora complanata,Millepora complanata,Montastraea cavernosa,",7.3394495412844,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 109,,,,
Americas,Northern Caribbean,Bahamas,Bristol Galley (D17),24.52633,-77.68922,8,1998,11.2,1,Low,,"Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea cavernosa,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Siderastrea siderea,Siderastrea siderea,Stephanocoenia intersepta,",5.83333333333333,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 120,,,,
Americas,Northern Caribbean,Bahamas,China Point (S10),24.75133,-77.80767,8,1998,1,1,Low,,"Acropora cervicornis,Acropora cervicornis,Acropora palmata,Acropora palmata,Acropora palmata,Agaricia sp.,Diploria clivosa,Montastraea annularis,Montastraea cavernosa,Montastraea cavernosa,Montastraea cavernosa,Montastraea cavernosa,Montastraea cavernosa,Montastraea faveolata,Unknown species,Unknown species,",10.0917431192661,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 109,,,,
Americas,Northern Caribbean,Bahamas,Congo Town (D24),24.30122,-77.64788,8,1998,10.1,1,Low,,"Colpophyllia natans,Colpophyllia natans,Colpophyllia natans,Diploria labyrinthiformis,Diploria labyrinthiformis,Diploria strigosa,Millepora alcicornis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea cavernosa,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Porites astreoides,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,Stephanocoenia intersepta,Stephanocoenia intersepta,",4.09356725146199,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 171,,,,
Americas,Northern Caribbean,Bahamas,Congo Town (S23),24.3013,-77.64788,8,1998,1.2,1,Low,,"Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Agaricia sp.,Millepora alcicornis,Montastraea annularis,Montastraea annularis,Montastraea cavernosa,Montastraea faveolata,",9.42028985507246,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 138,,,,
Americas,Northern Caribbean,Bahamas,"Elbow Cay, Middle",26.54033,-76.94617,8,1999,5.7,1,Low,,,7.77777777777778,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 90,,,,
Americas,Northern Caribbean,Bahamas,"Elbow Cay, North",26.05983,-76.9495,8,1999,8.4,1,Low,,,10.3092783505155,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 97,,,,
Americas,Northern Caribbean,Bahamas,"Elbow Cay, South (Inner)",26.52677,-76.95695,8,1999,3.9,1,Low,,,13.5593220338983,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 118,,,,
Americas,Northern Caribbean,Bahamas,"Elbow Cay, South (Outer)",26.53228,-76.95039,8,1999,5,1,Low,,,13.4020618556701,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 97,,,,
Americas,Northern Caribbean,Bahamas,"Fowl Cay, Fore Reef",26.63715,-77.0385,8,1999,4.4,1,Low,,"Diploria clivosa,Diploria clivosa,Diploria clivosa,Diploria clivosa,Diploria clivosa,Diploria clivosa,Diploria clivosa,Diploria strigosa,Diploria strigosa,Diploria strigosa,Diploria strigosa,Diploria strigosa,Diploria strigosa,Diploria strigosa,Montastraea cavernosa,",11.5702479338843,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 121,,,,
Americas,Northern Caribbean,Bahamas,"Fowl Cay, Pinnacles",26.64,-77.03933,8,1999,12.1,1,Low,,,19.4805194805195,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 77,,,,
Americas,Northern Caribbean,Bahamas,Gaulin's Forereef #1,24.16,-74.46,6,1998,10.3,1,Low,,"Millepora complanata,Millepora complanata,Millepora complanata,Millepora complanata,Millepora complanata,Porites astreoides,",6.45161290322581,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 93,,,,
Americas,Northern Caribbean,Bahamas,Gaulin's Forereef #2,24.17,-74.48,6,1998,8,1,Low,,"Dichocoenia stokesi,Porites astreoides,",0.833333333333333,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 120,,,,
Americas,Northern Caribbean,Bahamas,Gaulin's Forereef #3,24.14,-74.45,6,1998,5.7,1,Low,,"Acropora palmata,",1.42857142857143,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 70,,,,
Americas,Northern Caribbean,Bahamas,"Gaulin's Reef A, backreef",24.15,-74.47,6,1998,6.4,1,Low,,"Acropora palmata,Porites porites,",2.94117647058824,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 68,,,,
Americas,Northern Caribbean,Bahamas,"Gaulin's Reef B, backreef",24.16,-74.48,6,1998,4.1,1,Low,,"Acropora palmata,Acropora palmata,Stephanocoenia intersepta,",3.44827586206897,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 87,,,,
Americas,Northern Caribbean,Bahamas,Great Bahama Bank,25,-78.2,9,1983,5 - 8 m,-1,Severity Unknown,,,90,,,,,,,,,,Unspecified Coral bleaching was reported at the Gingerbread Grounds. Corals other than Diploria strigosa appeared normal with no apparent change in the physical or biological conditions (Glynn 1984).
Americas,Northern Caribbean,Bahamas,Great Inagua Island,21.15,-73.51666667,,1987,20,-1,Severity Unknown,,,20,,,,,,,,,, 
Americas,Northern Caribbean,Bahamas,Green Cay (D15),24.59583,-77.69333,8,1998,11.1,1,Low,,"Agaricia sp.,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea faveolata,Porites porites,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,",7.79220779220779,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 77,,,,
Americas,Northern Caribbean,Bahamas,High Point Cay (D27),24.34315,-77.67068,8,1998,9.3,1,Low,,"Colpophyllia natans,Diploria strigosa,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea faveolata,Montastraea faveolata,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Porites astreoides,Porites astreoides,Unknown species,",9.52380952380952,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 147,,,,
Americas,Northern Caribbean,Bahamas,Little San Salvador ( Little Island ),24.566,-75.93333333,,1987,20,-1,Severity Unknown,,,20,,,,,,,,,,"Extent Unspecified, Some Mortality"
Americas,Northern Caribbean,Bahamas,Long Bay Cay (D25),24.09972,-77.53335,8,1998,10.4,1,Low,,"Acropora cervicornis,Agaricia sp.,Agaricia sp.,Colpophyllia natans,Colpophyllia natans,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea cavernosa,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Porites astreoides,Porites astreoides,Siderastrea siderea,",6.28930817610063,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 159,,,,
Americas,Northern Caribbean,Bahamas,Long Bay Cay (S24),24.09793,-77.53703,8,1998,1.1,3,HIGH,,"Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Agaricia sp.,Agaricia sp.,Agaricia sp.,Agaricia sp.,Agaricia sp.,Diploria labyrinthiformis,Diploria labyrinthiformis,Diploria strigosa,Millepora complanata,Millepora complanata,Millepora complanata,Millepora complanata,Millepora complanata,Millepora complanata,Millepora complanata,Millepora complanata,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea cavernosa,Montastraea cavernosa,Montastraea cavernosa,Montastraea cavernosa,Montastraea cavernosa,Montastraea cavernosa,Montastraea cavernosa,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Porites astreoides,Siderastrea siderea,",80.4878048780488,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 123,,,,
Americas,Northern Caribbean,Bahamas,Long Rock (D13),24.626,-77.691,8,1998,8.5,1,Low,,"Agaricia sp.,Agaricia sp.,Colpophyllia natans,Colpophyllia natans,Colpophyllia natans,Diploria labyrinthiformis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea cavernosa,Montastraea cavernosa,Montastraea cavernosa,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea franksi,Montastraea franksi,Porites astreoides,Porites astreoides,Porites porites,",11.1111111111111,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 126,,,,
Americas,Northern Caribbean,Bahamas,"Lynyard Cay, North",26.3575,-76.97683,8,1999,8,1,Low,,,12.3595505617978,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 89,,,,
Americas,Northern Caribbean,Bahamas,"Lynyard Cay, South",26.3535,-76.978,8,1999,8.7,1,Low,,"Diploria clivosa,Diploria strigosa,Diploria strigosa,Diploria strigosa,Montastraea annularis,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Siderastrea siderea,",9.09090909090909,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 88,,,,
Americas,Northern Caribbean,Bahamas,Mahore (S5),25.06367,-77.93783,8,1998,1,1,Low,,"Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Agaricia sp.,Diploria clivosa,Diploria strigosa,Diploria strigosa,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea franksi,Porites astreoides,Stephanocoenia intersepta,",15.0537634408602,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 93,,,,
Americas,Northern Caribbean,Bahamas,"Man O' War Cay, N. of S. Channel",26.60333,-76.98317,8,1999,5.4,1,Low,,,11.2676056338028,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 71,,,,
Americas,Northern Caribbean,Bahamas,"Man O' War Cay, S. of S. Channel",26.59725,-76.97639,8,1999,3.1,1,Low,,,8.25688073394495,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 109,,,,
Americas,Northern Caribbean,Bahamas,Mangrove Central (S21),24.29167,-77.6462,8,1998,1.7,1,Low,,"Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Diploria labyrinthiformis,Millepora complanata,Millepora complanata,Montastraea cavernosa,Montastraea cavernosa,Montastraea cavernosa,Montastraea cavernosa,",13.7096774193548,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 124,,,,
Americas,Northern Caribbean,Bahamas,Mangrove South (S22),24.25315,-77.62917,8,1998,1,1,Low,,"Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Montastraea cavernosa,Siderastrea siderea,",3.84615384615385,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 130,,,,
Americas,Northern Caribbean,Bahamas,Middle Bight (D22),24.30112,-77.65295,8,1998,9.1,1,Low,,"Agaricia sp.,Dichocoenia stokesi,Diploria labyrinthiformis,Diploria labyrinthiformis,Meandrina meandrites,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea cavernosa,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Porites astreoides,Porites astreoides,Siderastrea siderea,",6.5359477124183,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 153,,,,
